Informe as versões (deixe em branco para buscar todas):
 - Versão do Bottlerocket (ex: 1.58.0). Deixe em branco para todas.
 - Versão do Kubernetes (ex: 1.35). Deixe em branco para todas.
 - Regiões (separadas por vírgula). Deixe em branco para todas as regiões.
Versão do Bottlerocket: 1.58.0
Versão do Kubernetes: 
Regiões (comma-separated): 
Buscando AMIs com o padrao: bottlerocket-aws-k8s-*-*-v1.58.0-*
==================================================
Consultando regiao: ap-south-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: eu-north-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: eu-west-3...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: eu-west-2...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: eu-west-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: ap-northeast-3...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: ap-northeast-2...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: ap-northeast-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: ca-central-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: sa-east-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: ap-southeast-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: ap-southeast-2...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: eu-central-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: us-east-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: us-east-2...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: us-west-1...
  -> 48 AMI(s) encontrada(s)
Consultando regiao: us-west-2...
  -> 48 AMI(s) encontrada(s)

Resultado final:
K8S_Version  Region          AMI_ID                 Arch    Name                                                            CreationDate
1.30         ap-southeast-1  ami-04391160ec6fd533d  x86_64  bottlerocket-aws-k8s-1.30-nvidia-fips-x86_64-v1.58.0-c5c37032   2026-04-01T22:59:50.000Z
1.30         ap-southeast-1  ami-04e1c257705623b98  x86_64  bottlerocket-aws-k8s-1.30-nvidia-x86_64-v1.58.0-c5c37032        2026-04-01T22:59:49.000Z
1.30         ap-southeast-1  ami-066a34163165452ea  x86_64  bottlerocket-aws-k8s-1.30-x86_64-v1.58.0-c5c37032               2026-04-01T22:56:39.000Z
1.30         ap-southeast-1  ami-0b88ee0cf9394dd88  arm64   bottlerocket-aws-k8s-1.30-aarch64-v1.58.0-c5c37032              2026-04-01T22:59:13.000Z
1.30         ap-southeast-1  ami-0bf9f4de46d6d71a9  arm64   bottlerocket-aws-k8s-1.30-nvidia-aarch64-v1.58.0-c5c37032       2026-04-01T22:57:33.000Z
1.30         ap-southeast-1  ami-0d2379ebb22f8fc83  arm64   bottlerocket-aws-k8s-1.30-fips-aarch64-v1.58.0-c5c37032         2026-04-01T22:59:23.000Z
1.30         ap-southeast-1  ami-0e3a19b51fc6bf257  x86_64  bottlerocket-aws-k8s-1.30-fips-x86_64-v1.58.0-c5c37032          2026-04-01T22:59:08.000Z
1.30         ap-southeast-1  ami-0eb161c7d6d3615a3  arm64   bottlerocket-aws-k8s-1.30-nvidia-fips-aarch64-v1.58.0-c5c37032  2026-04-01T22:59:46.000Z
1.30         ap-southeast-2  ami-00b21b362fdbdf1ff  x86_64  bottlerocket-aws-k8s-1.30-nvidia-x86_64-v1.58.0-c5c37032        2026-04-01T22:59:50.000Z
1.30         ap-southeast-2  ami-00073e4d85b74bd45  arm64   bottlerocket-aws-k8s-1.30-nvidia-aarch64-v1.58.0-c5c37032       2026-04-01T22:57:33.000Z
1.30         ap-southeast-2  ami-03e10b6817eff53fd  arm64   bottlerocket-aws-k8s-1.30-fips-aarch64-v1.58.0-c5c37032         2026-04-01T22:59:23.000Z
1.30         ap-southeast-2  ami-03ab15a29d6983817  x86_64  bottlerocket-aws-k8s-1.30-nvidia-fips-x86_64-v1.58.0-c5c37032   2026-04-01T22:59:51.000Z
1.30         ap-southeast-2  ami-061f325696aecc1db  arm64   bottlerocket-aws-k8s-1.30-nvidia-fips-aarch64-v1.58.0-c5c37032  2026-04-01T22:59:46.000Z
1.30         ap-southeast-2  ami-07e503d6127787c45  x86_64  bottlerocket-aws-k8s-1.30-fips-x86_64-v1.58.0-c5c37032          2026-04-01T22:59:08.000Z
